CountryCode,Country,SeriesCode,MDG,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
116,Cambodia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",266.0,251.0,237.0,225.0,222.0,220.0,214.0,211.0,215.0,208.0,201.0,190.0,177.0,164.0,149.0,135.0,126.0,118.0,112.0,106.0,101.0,96.0,92.0,92.0
120,Cameroon,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",22.0,28.0,36.0,43.0,51.0,58.0,64.0,68.0,71.0,72.0,72.0,69.0,65.0,61.0,57.0,54.0,50.0,47.0,44.0,42.0,39.0,37.0,36.0,35.0
120,Cameroon,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",15.0,20.0,26.0,32.0,37.0,42.0,45.0,48.0,50.0,51.0,50.0,48.0,45.0,42.0,39.0,36.0,34.0,31.0,30.0,28.0,26.0,25.0,23.0,22.0
120,Cameroon,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",28.0,36.0,42.0,51.0,59.0,65.0,72.0,79.0,83.0,84.0,82.0,79.0,74.0,69.0,65.0,62.0,59.0,56.0,54.0,52.0,50.0,47.0,46.0,45.0
124,Canada,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
124,Canada,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
124,Canada,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
132,Cape Verde,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",49.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,46.0,45.0,45.0,44.0,43.0,42.0,41.0,39.0,38.0,37.0,35.0,34.0,32.0,31.0,30.0,30.0
132,Cape Verde,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",30.0,32.0,32.0,32.0,33.0,33.0,33.0,34.0,33.0,32.0,32.0,31.0,30.0,30.0,29.0,28.0,27.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0
132,Cape Verde,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",66.0,64.0,63.0,61.0,58.0,57.0,57.0,57.0,56.0,55.0,54.0,53.0,52.0,50.0,49.0,47.0,46.0,45.0,44.0,43.0,42.0,40.0,39.0,39.0
136,Cayman Islands,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Cayman Islands,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Cayman Islands,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Central African Republic,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",269.0,272.0,277.0,278.0,275.0,267.0,254.0,238.0,222.0,207.0,191.0,176.0,160.0,144.0,130.0,116.0,105.0,94.0,85.0,75.0,65.0,58.0,52.0,49.0
140,Central African Republic,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",193.0,197.0,200.0,202.0,199.0,192.0,182.0,172.0,161.0,152.0,142.0,130.0,118.0,106.0,94.0,83.0,74.0,67.0,60.0,52.0,45.0,40.0,36.0,33.0
140,Central African Republic,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",351.0,349.0,352.0,351.0,347.0,340.0,330.0,317.0,303.0,286.0,268.0,249.0,229.0,210.0,192.0,174.0,156.0,137.0,119.0,104.0,91.0,82.0,77.0,74.0
148,Chad,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",20.0,23.0,26.0,29.0,31.0,33.0,35.0,36.0,36.0,36.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,25.0,24.0,23.0,22.0
148,Chad,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",14.0,16.0,18.0,20.0,22.0,23.0,24.0,25.0,25.0,25.0,24.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,18.0,17.0,16.0,15.0,14.0,13.0
148,Chad,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",26.0,29.0,31.0,34.0,37.0,39.0,41.0,42.0,43.0,44.0,43.0,42.0,40.0,39.0,38.0,37.0,35.0,34.0,33.0,33.0,32.0,31.0,30.0,29.0
830,Channel Islands,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
830,Channel Islands,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
830,Channel Islands,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
152,Chile,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",5.8,4.0,4.1,3.8,3.2,3.5,3.4,2.9,2.6,2.5,1.9,2.2,2.1,1.9,1.8,1.5,1.7,1.5,1.3,1.4,1.6,1.4,1.3,1.2
152,Chile,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",5.3,3.7,3.8,3.6,3.0,3.2,3.2,2.7,2.5,2.4,1.8,2.1,2.0,1.9,1.7,1.4,1.7,1.5,1.3,1.4,1.5,1.4,1.3,1.2
152,Chile,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",6.2,4.2,4.4,4.0,3.4,3.7,3.6,3.1,2.7,2.6,2.0,2.3,2.2,2.0,1.8,1.5,1.7,1.6,1.4,1.5,1.6,1.4,1.3,1.3
156,China,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",19.0,18.0,17.0,15.0,14.0,13.0,12.0,12.0,11.0,9.6,8.7,7.9,7.3,6.7,6.1,5.7,5.2,4.8,4.5,4.1,3.8,3.5,3.2,3.0
156,China,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",17.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.6,6.3,6.1,6.0,6.0,5.5,5.1,4.7,4.3,4.0,3.7,3.4,3.1,2.9
156,China,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,13.0,11.0,9.7,8.5,7.4,6.3,5.8,5.4,5.0,4.6,4.2,3.9,3.6,3.3,3.1
344,"China, Hong Kong Special Administrative Region",647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",6.3,6.7,6.3,6.1,6.1,6.2,4.6,3.9,4.1,4.4,4.0,3.7,3.3,3.3,3.7,3.5,3.9,3.2,3.2,2.9,2.6,2.6,2.6,2.6
344,"China, Hong Kong Special Administrative Region",793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",6.2,6.6,6.3,6.1,6.1,6.1,4.6,3.9,4.1,4.4,4.0,3.7,3.3,3.3,3.7,3.5,3.8,3.2,3.2,2.9,2.6,2.6,2.6,2.6
344,"China, Hong Kong Special Administrative Region",794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",6.4,6.8,6.4,6.2,6.2,6.2,4.6,4.0,4.1,4.4,4.0,3.7,3.4,3.4,3.7,3.6,3.9,3.3,3.2,2.9,2.7,2.7,2.7,2.7
446,"China, Macao Special Administrative Region",647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",10.0,8.5,7.4,6.5,5.9,5.4,5.2,5.1,5.0,4.8,4.6,4.4,4.1,3.9,3.6,3.3,3.1,3.0,2.9,2.8,2.8,2.8,2.8,2.8
446,"China, Macao Special Administrative Region",793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",5.1,3.8,2.8,2.1,1.7,1.3,1.1,1.1,1.0,0.9,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
446,"China, Macao Special Administrative Region",794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",17.0,15.0,14.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,8.9,11.0,11.0,11.0,11.0
170,Colombia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",5.0,4.7,4.7,5.0,4.4,4.0,4.1,3.4,3.8,3.9,3.2,3.3,3.3,3.2,3.1,2.4,2.3,2.5,2.4,2.3,2.0,1.9,1.7,1.6
170,Colombia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",4.2,4.1,3.9,4.2,3.7,3.6,3.6,3.1,3.5,3.7,3.0,3.2,3.2,3.0,2.9,2.4,2.3,2.5,2.4,2.3,1.9,1.8,1.7,1.6
170,Colombia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",5.9,5.4,5.5,5.9,5.1,4.5,4.6,3.8,4.1,4.1,3.4,3.5,3.4,3.3,3.3,2.4,2.4,2.6,2.5,2.3,2.0,1.9,1.8,1.6
174,Comoros,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",11.0,11.0,10.0,9.5,8.9,8.4,7.9,7.3,6.9,7.0,7.3,7.6,7.9,8.3,8.4,8.6,8.3,7.9,7.8,7.4,7.4,7.8,7.8,7.8
174,Comoros,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",6.8,6.3,5.8,5.5,5.1,4.8,4.5,4.0,3.8,3.9,4.2,4.5,4.8,5.1,5.2,5.3,5.1,4.9,4.8,4.5,4.5,4.8,4.8,4.8
174,Comoros,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",17.0,16.0,15.0,15.0,14.0,13.0,13.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0
178,Congo,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",44.0,41.0,38.0,35.0,33.0,31.0,30.0,29.0,28.0,29.0,30.0,33.0,35.0,39.0,41.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0
178,Congo,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",27.0,25.0,25.0,22.0,21.0,19.0,18.0,18.0,17.0,17.0,18.0,20.0,21.0,23.0,25.0,26.0,28.0,28.0,28.0,29.0,29.0,29.0,27.0,25.0
178,Congo,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",56.0,51.0,47.0,46.0,44.0,43.0,43.0,42.0,43.0,44.0,46.0,48.0,51.0,54.0,56.0,59.0,61.0,61.0,62.0,63.0,64.0,64.0,64.0,63.0
184,Cook Islands,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.3,0.4,11.0,7.6,4.8,0.4,0.4,1.1,0.3,5.3,0.3,3.0,0.4,0.2,0.4,0.3,0.3,1.5,2.7,2.6,0.2,0.2,0.2,2.0
184,Cook Islands,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.1,0.1,7.4,5.2,3.1,0.1,0.1,0.5,0.1,3.6,0.1,2.0,0.1,0.0,0.1,0.1,0.1,1.0,1.8,1.7,0.0,0.0,0.0,1.2
184,Cook Islands,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",0.8,1.0,15.0,11.0,6.9,1.1,1.0,2.1,0.6,7.3,0.6,4.2,0.8,0.4,0.7,0.7,0.7,2.2,3.7,3.6,0.4,0.5,0.5,2.9
188,Costa Rica,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",2.5,3.1,3.2,2.5,2.5,2.3,2.5,2.3,2.4,2.4,1.8,2.0,1.8,1.7,1.6,1.4,1.2,0.8,1.2,1.0,1.0,1.2,0.9,0.7
188,Costa Rica,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",2.3,2.8,3.0,2.4,2.4,2.2,2.4,2.3,2.3,2.3,1.7,1.9,1.7,1.6,1.6,1.3,1.2,0.8,1.1,0.9,0.9,1.1,0.9,0.6
188,Costa Rica,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",2.7,3.3,3.4,2.7,2.6,2.3,2.6,2.4,2.5,2.5,1.8,2.0,1.9,1.7,1.6,1.4,1.3,0.9,1.3,1.0,1.0,1.3,1.0,0.7
384,Cote d'Ivoire,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",67.0,72.0,77.0,83.0,87.0,89.0,89.0,87.0,83.0,79.0,74.0,69.0,63.0,56.0,50.0,45.0,40.0,36.0,32.0,28.0,25.0,23.0,21.0,20.0
384,Cote d'Ivoire,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",48.0,51.0,55.0,59.0,62.0,64.0,64.0,62.0,60.0,57.0,53.0,49.0,45.0,40.0,36.0,31.0,28.0,24.0,22.0,19.0,17.0,15.0,14.0,12.0
384,Cote d'Ivoire,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",87.0,89.0,92.0,96.0,99.0,100.0,101.0,100.0,98.0,95.0,89.0,82.0,75.0,68.0,61.0,54.0,49.0,44.0,41.0,37.0,35.0,32.0,29.0,28.0
191,Croatia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",9.1,7.0,6.1,6.2,5.5,5.4,5.7,4.7,4.5,5.0,4.2,3.4,4.2,3.7,3.6,2.5,3.3,2.3,2.4,2.8,1.9,1.5,1.4,1.2
191,Croatia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",8.8,6.8,6.0,6.0,5.2,5.0,5.2,4.4,4.3,4.9,4.0,3.3,4.1,3.6,3.5,2.5,3.2,2.3,2.3,2.8,1.9,1.5,1.4,1.2
191,Croatia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",9.3,7.2,6.3,6.4,5.9,5.7,6.1,4.9,4.7,5.2,4.4,3.5,4.2,3.7,3.6,2.5,3.3,2.3,2.4,2.8,1.9,1.5,1.4,1.2
192,Cuba,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.6,0.5,0.6,0.8,1.0,0.9,0.9,0.8,0.4,0.5,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.2,0.3,0.2,0.4,0.3,0.3,0.3
192,Cuba,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.6,0.5,0.6,0.8,1.0,0.9,0.9,0.8,0.4,0.5,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.2,0.3,0.2,0.4,0.3,0.3,0.3
192,Cuba,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",0.6,0.5,0.7,0.8,1.0,0.9,0.9,0.8,0.4,0.5,0.4,0.3,0.3,0.4,0.4,0.3,0.3,0.2,0.3,0.2,0.4,0.3,0.3,0.3
196,Cyprus,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.0,0.1,0.2,0.3,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
196,Cyprus,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.1,0.2,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
196,Cyprus,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.9,0.0,0.1,0.2,0.3,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3
203,Czech Republic,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",1.9,1.7,1.7,1.3,1.3,0.9,1.0,0.9,1.2,1.2,1.2,0.9,0.8,0.8,0.7,0.7,0.6,0.7,0.5,0.5,0.4,0.5,0.3,0.3
203,Czech Republic,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.8,1.7,1.6,1.3,1.3,0.9,1.0,0.9,1.2,1.2,1.2,0.9,0.8,0.8,0.7,0.7,0.6,0.7,0.5,0.5,0.4,0.5,0.3,0.3
203,Czech Republic,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",1.9,1.7,1.7,1.3,1.3,0.9,1.0,1.0,1.3,1.2,1.2,0.9,0.8,0.8,0.7,0.7,0.6,0.7,0.5,0.5,0.4,0.5,0.3,0.3
200,Czechoslovakia [former],647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
200,Czechoslovakia [former],793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
200,Czechoslovakia [former],794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
180,Democratic Republic of the Congo,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",102.0,99.0,97.0,95.0,93.0,91.0,89.0,87.0,84.0,82.0,79.0,75.0,72.0,69.0,67.0,65.0,64.0,63.0,63.0,63.0,64.0,65.0,67.0,68.0
180,Democratic Republic of the Congo,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",56.0,54.0,52.0,52.0,50.0,49.0,48.0,48.0,46.0,44.0,42.0,40.0,38.0,36.0,34.0,33.0,32.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0
180,Democratic Republic of the Congo,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",122.0,114.0,108.0,107.0,107.0,104.0,102.0,99.0,96.0,92.0,90.0,87.0,85.0,83.0,80.0,78.0,76.0,75.0,74.0,73.0,73.0,72.0,74.0,78.0
208,Denmark,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",1.1,0.8,1.2,1.0,0.6,0.5,0.9,0.6,0.5,0.4,0.4,0.5,0.6,0.3,0.6,0.4,0.3,0.5,0.3,0.5,0.7,0.3,0.4,0.4
208,Denmark,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.0,0.8,1.1,0.9,0.6,0.5,0.8,0.5,0.5,0.4,0.4,0.4,0.6,0.3,0.6,0.4,0.3,0.5,0.3,0.5,0.6,0.3,0.4,0.4
208,Denmark,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",1.1,0.8,1.2,1.0,0.7,0.5,0.9,0.6,0.5,0.4,0.4,0.5,0.6,0.3,0.6,0.4,0.3,0.5,0.3,0.6,0.7,0.3,0.4,0.4
262,Djibouti,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",108.0,91.0,77.0,65.0,56.0,50.0,46.0,44.0,44.0,47.0,52.0,59.0,67.0,75.0,81.0,85.0,86.0,85.0,83.0,82.0,83.0,86.0,92.0,100.0
262,Djibouti,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",66.0,55.0,46.0,37.0,30.0,26.0,24.0,23.0,24.0,27.0,31.0,35.0,42.0,48.0,52.0,55.0,57.0,56.0,55.0,55.0,55.0,56.0,59.0,61.0
262,Djibouti,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",155.0,129.0,108.0,91.0,80.0,73.0,66.0,64.0,66.0,71.0,77.0,84.0,92.0,99.0,103.0,109.0,110.0,112.0,113.0,115.0,117.0,120.0,126.0,136.0
212,Dominica,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",9.2,3.2,7.8,7.9,1.7,3.2,1.6,4.7,3.1,7.7,3.4,1.6,1.6,3.1,1.5,1.4,1.4,4.3,4.4,4.3,4.3,4.3,3.7,3.7
212,Dominica,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",8.8,3.0,7.4,7.4,1.5,3.0,1.5,4.5,3.0,7.4,3.1,1.5,1.5,3.0,1.5,1.4,1.4,4.3,4.3,4.3,4.3,4.2,3.7,3.7
212,Dominica,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",9.6,3.4,8.2,8.4,1.9,3.4,1.7,5.0,3.3,7.9,3.7,1.6,1.7,3.3,1.5,1.4,1.4,4.4,4.4,4.4,4.3,4.3,3.8,3.8
214,Dominican Republic,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",14.0,13.0,13.0,12.0,11.0,13.0,11.0,10.0,11.0,8.7,8.7,8.0,8.6,9.2,9.0,6.4,3.6,3.0,2.7,2.5,5.7,5.7,5.7,5.7
214,Dominican Republic,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",7.6,6.5,6.2,5.5,5.0,6.4,5.9,5.7,6.4,5.4,4.6,4.5,5.0,5.4,5.3,4.1,3.5,2.9,2.7,2.4,3.6,3.6,3.6,3.6
214,Dominican Republic,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",22.0,22.0,22.0,20.0,18.0,21.0,18.0,16.0,17.0,13.0,14.0,12.0,13.0,14.0,14.0,9.2,3.7,3.1,2.8,2.5,8.2,8.2,8.2,8.2
218,Ecuador,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",19.0,20.0,18.0,18.0,15.0,17.0,13.0,14.0,17.0,15.0,14.0,12.0,11.0,9.5,8.9,7.7,7.2,6.4,6.0,5.0,4.7,3.5,3.0,2.0
218,Ecuador,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",14.0,14.0,13.0,13.0,10.0,12.0,9.1,10.0,13.0,11.0,10.0,8.8,8.0,7.0,6.6,6.6,6.2,5.5,5.1,4.3,4.1,3.3,2.9,1.2
218,Ecuador,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",26.0,27.0,24.0,24.0,20.0,24.0,18.0,19.0,23.0,19.0,19.0,16.0,14.0,12.0,12.0,9.0,8.3,7.4,6.9,5.8,5.4,3.7,3.2,3.1
818,Egypt,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",3.5,3.0,3.2,3.0,2.7,2.5,2.3,2.1,2.0,1.8,1.7,1.6,1.5,1.6,1.3,1.2,1.0,1.0,1.0,0.9,0.7,0.9,0.7,0.7
818,Egypt,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",2.8,2.3,2.5,2.3,2.1,1.9,1.8,1.6,1.5,1.4,1.3,1.3,1.2,1.3,1.1,1.1,0.9,0.9,0.9,0.8,0.7,0.8,0.6,0.6
818,Egypt,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",4.2,3.7,4.0,3.7,3.4,3.2,2.9,2.7,2.5,2.3,2.2,2.0,1.8,1.8,1.5,1.3,1.1,1.1,1.1,1.0,0.8,1.0,0.8,0.8
222,El Salvador,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",4.8,6.1,6.2,5.6,4.6,3.8,4.1,4.2,3.6,3.5,2.8,2.4,2.5,1.7,2.2,1.8,1.2,1.9,1.6,1.4,1.4,1.0,1.1,1.0
222,El Salvador,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",2.8,3.9,3.3,3.0,2.9,2.6,2.9,2.8,2.5,2.5,2.1,1.7,1.8,1.2,1.6,1.4,0.9,1.5,1.2,1.0,1.2,0.9,0.9,0.8
222,El Salvador,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",7.4,8.9,10.0,9.0,6.8,5.2,5.4,5.8,5.0,4.6,3.6,3.1,3.3,2.2,2.8,2.3,1.5,2.5,2.0,1.7,1.5,1.1,1.2,1.1
226,Equatorial Guinea,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",7.3,7.4,7.0,6.6,6.3,6.3,6.7,7.4,8.0,8.5,8.7,8.5,8.1,7.6,7.2,7.0,7.1,7.3,7.6,8.0,8.3,8.5,8.8,8.8
226,Equatorial Guinea,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",4.5,4.2,3.9,3.6,3.6,3.7,3.6,4.1,4.7,4.9,4.8,4.5,4.1,3.9,4.0,4.1,4.1,4.3,4.6,4.8,4.6,4.2,3.7,2.8
226,Equatorial Guinea,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",11.0,10.0,9.8,9.3,9.3,9.5,10.0,11.0,13.0,13.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,14.0,15.0
232,Eritrea,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",38.0,28.0,20.0,15.0,11.0,9.2,8.7,9.3,11.0,12.0,14.0,16.0,17.0,19.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0
232,Eritrea,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",13.0,7.8,4.2,1.6,0.1,0.0,0.0,2.3,5.3,7.5,8.0,8.2,8.2,8.5,8.9,9.2,10.0,9.9,9.1,9.4,9.5,10.0,10.0,10.0
232,Eritrea,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",58.0,43.0,34.0,29.0,26.0,24.0,22.0,21.0,23.0,24.0,30.0,30.0,32.0,32.0,34.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,30.0,29.0
233,Estonia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",4.5,4.6,5.3,7.4,8.8,10.0,9.8,10.0,11.0,11.0,8.1,7.4,6.8,7.1,7.6,3.8,5.0,4.8,3.7,3.4,2.8,2.8,2.5,2.5
233,Estonia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",4.5,4.5,5.2,7.2,8.7,10.0,9.6,10.0,10.0,10.0,7.9,7.2,6.7,6.9,7.5,3.8,4.9,4.7,3.6,3.3,2.8,2.8,2.4,2.4
233,Estonia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",4.6,4.7,5.4,7.5,9.0,10.0,10.0,10.0,11.0,11.0,8.3,7.5,7.0,7.2,7.8,3.9,5.1,4.9,3.7,3.4,2.9,2.9,2.5,2.5
231,Ethiopia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",89.0,99.0,108.0,115.0,119.0,121.0,120.0,118.0,114.0,108.0,102.0,95.0,87.0,79.0,72.0,66.0,60.0,55.0,50.0,46.0,42.0,39.0,35.0,32.0
231,Ethiopia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",55.0,66.0,73.0,79.0,81.0,84.0,87.0,87.0,81.0,75.0,70.0,64.0,58.0,52.0,45.0,39.0,36.0,35.0,32.0,29.0,25.0,24.0,21.0,17.0
231,Ethiopia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",130.0,135.0,137.0,144.0,154.0,157.0,151.0,139.0,136.0,132.0,127.0,118.0,108.0,97.0,91.0,84.0,79.0,72.0,69.0,65.0,60.0,55.0,52.0,50.0
97,European Union (EU),647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
97,European Union (EU),793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
97,European Union (EU),794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
234,Faeroe Islands,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
